index,name,address,description,latitude,longitude,level
0,가우도,전라남도 강진군 도암면 신기리 산,",",34.5347737,126.78152488849506,2
1,다산초당(茶山草堂),전라남도 강진군 도암면 다산초당길 68-35,",",0.0,0.0,2
2,강진만 생태공원,전라남도 강진군 강진읍 남포리 510,",",0.0,0.0,2
3,"분홍나루, 고바우전망대",전라남도 강진군 대구면 사당리,",",0.0,0.0,2
4,가우도 길,전라남도 강진군 도암면,",",34.5361828,126.7798177,2
5,가우도 저두,전라남도 강진군 강진읍 남성리 133-4,",",34.5347737,126.78152488849506,2
6,금릉경포대,전라남도 강진군 성전면 월남리,",",0.0,0.0,2
7,강진천변생태호수공원,전라남도 강진군 강진읍 송전리 765-15,",",34.6393082,126.75186628279874,2
8,소석문,전라남도 강진군 도암면 석문리 산94-1,",",0.0,0.0,2
9,사의재(四宜齋),전라남도 강진군 강진읍 동성리,",",0.0,0.0,2
10,금곡사,전라남도 강진군 군동면 파산리 1012-2,",",0.0,0.0,2
11,무위사,전라남도 강진군 성전면 무위사로 308,",",34.73816975,126.68696381080574,2
12,석문공원,전라남도 강진군 성전면 무위사로 308,",",0.0,0.0,2
13,가우도 청자다리,전라남도 강진군 대구면 중저길 31-27,",",0.0,0.0,2
