index,name,address,description,latitude,longitude,level
0,남사 예담촌,경상남도 산청군 단성면 지리산대로2897번길 10,",",0.0,0.0,2
1,대원사계곡,경상남도 산청군 삼장면 유평리,",",35.367456,127.794221,2
2,송정숲,경상남도 산청군 삼장면 석남리,",",0.0,0.0,2
3,백운동계곡,경상남도 산청군 단성면 백운리 390-3,",",37.6467323,126.9730688,2
4,오봉계곡,경상남도 산청군 금서면 오봉리,",",0.0,0.0,2
5,전통한방휴양관광지,경상남도 산청군 금서면 특리 1300-15,",",0.0,0.0,2
6,거림계곡,경상남도 산청군 시천면 내대리,",",0.0,0.0,2
7,지리산계곡,경상남도 산청군 시천면 중산리,",",0.0,0.0,2
8,지리산국립공원(산청),"경남 산청군 시천면 , 삼장면",",",35.350193,127.817115,2
9,지리산 대원사,경상남도 산청군 삼장면 유평리 304,",",0.0,0.0,2
10,산청한방자연휴양림,경상남도 산청군 금서면 특리 산79-5,",",0.0,0.0,2
11,중산리계곡,경상남도 산청군 시천면 중산리 557,",",0.0,0.0,2
12,무릉교,경상남도 산청군 시천면 중산리 557,",",37.8505007,127.7361157,2
13,산청 덕천서원,경상남도 산청군 시천면 원리 222-3,",",35.2744667,127.8334465,2
