index,name,address,description,latitude,longitude,level
0,용문산관광지,경기도 양평군 용문면 신점리 519-2,",",0.0,0.0,5
1,세미원,경기도 양평군 양서면 양수로 93,연꽃이 있는 산책로가 돋보이는 식물원으로 박물원과 여름꽃을 둘러볼 수 있습니다.,37.53870445,127.322621127628,5
2,중원계곡,경기도 양평군 용문면 중원리 706,",",37.5516942,127.620113,5
3,용문산 용문사,경기도 양평군 용문면 용문산로 782,커다란 은행나무로 유명한 유서 깊은 불교 사찰로 울창한 언덕길 위에 자리해 있습니다.,37.54996115,127.57152497341956,5
4,양평 보릿고개마을,경기도 양평군 용문면 연안길,",",0.0,0.0,5
5,갈산공원,경기도 양평군 양평읍 창대리,",",35.840697000000006,128.50460234364454,5
6,한화리조트 양평,경기도 양평군 옥천면 신촌길 188,",",37.5683116,127.454818,5
7,양평쉬자파크,경기도 양평군 양평읍 백안리 9,",",0.0,0.0,5
8,양평군립미술관,경기도 양평군 양평읍 문화복지길 2,",",37.49708585,127.48381837909976,5
9,양평들꽃수목원,경기도 양평군 양평읍 오빈리 210-37 경기도 양평군 양평읍 수목원길 16,",",37.5018233,127.4695486,5
10,더그림,경기도 양평군 옥천면 사나사길 175,",",0.0,0.0,5
11,용문산 자연휴양림,경기도 양평군 양평읍 약수사길 78-14,",",0.0,0.0,5
12,풀향기허브나라,경기도 양평군 양평읍 약수사길 78-14,",",0.0,0.0,5
13,양평핫플,경기도 양평군 양평읍 KR,",",0.0,0.0,5
