index,name,address,description,latitude,longitude,level
0,물의정원,경기도 남양주시 조안면 북한강로 398,",",0.0,0.0,5
1,몽골문화촌,경기도 남양주시 수동면 비룡로 1635,",",0.0,0.0,5
2,구 능내역,경기도 남양주시 조안면 다산로 566-5,",",37.523631300000005,127.2962297805526,5
3,어린이비전센터,경기도 남양주시 진접읍 해밀예당1로 96,",",37.71764235,127.19633295068417,5
4,산들소리 수목원,경기도 남양주시 별내동 불암산로59번길 48-31,",",0.0,0.0,5
5,다산생태공원,경기도 남양주시 조안면 능내리 56-15,",",37.5142549,127.2976768486118,5
6,비금계곡,경기 남양주시 수동면 내방리 (수동관광지 내),",",37.757623,127.274664,5
7,묘적사,경기도 남양주시 와부읍 월문리 222,",",37.623427,127.261715,5
8,팔현계곡 八賢溪谷,경기도 남양주시 오남읍 팔현리,",",0.0,0.0,5
9,다산길,경기도 남양주시 조안면 다산로760번길 75-59,",",36.0458597,129.2504377,5
10,수종사,경기도 남양주시 조안면 북한강로433번길 186,",",37.571147,127.302456,5
11,남양주시립박물관,경기도 남양주시 와부읍 팔당로 121,",",37.5463784,127.2444694,5
12,천마산군립공원,경기도 남양주시 와부읍 팔당로 121,",",0.0,0.0,5
13,오남호수공원,경기도 남양주시 오남읍 오남리 산50-2,",",37.69520145,127.21927586770808,5
